UserID,Genre,MovieInfo_RS,MovieInfo_LLM,Ratings_RS,Ratings_LLM,Rankings_RS,Rankings_LLM,RMSE_Ratings,MAE_Ratings,OverlapPercentage_Rankings,MAD_Ratings,RMSD_Ratings
95,['Comedy'],"[{'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 1, 'Rating': '4.66'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 2, 'Rating': '4.62'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 3, 'Rating': '4.62'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': 4, 'Rating': '4.59'}, {'Movie': 'In Bruges (2008)', 'Rank': 5, 'Rating': '4.58'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 6, 'Rating': '4.57'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 7, 'Rating': '4.55'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 8, 'Rating': '4.55'}, {'Movie': 'South Park: Bigger, Longer and Uncut (1999)', 'Rank': 9, 'Rating': '4.54'}, {'Movie': 'Trainspotting (1996)', 'Rank': 10, 'Rating': '4.53'}]","[{'Movie': 'Pulp Fiction (1994)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'In Bruges (2008)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Trainspotting (1996)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '9', 'Rating': '3.5'}, {'Movie': 'South Park: Bigger, Longer and Uncut (1999)', 'Rank': '10', 'Rating': '3.5'}]",[4.62 4.66 4.58 4.62 4.55 4.57 4.55 4.59 4.54 4.53],[4.  4.5 4.  4.  4.5 3.5 4.  4.5 3.5 4. ],[ 3  1  5  2  8  6  7  4  9 10],[ 4  2  6  5  3  9  7  1 10  8],0.628593668,0.531,10,0.531,0.628593668
96,['Comedy'],"[{'Movie': 'Philadelphia Story, The (1940)', 'Rank': 1, 'Rating': '4.64'}, {'Movie': 'Wallace & Gromit: The Wrong Trousers (1993)', 'Rank': 2, 'Rating': '4.59'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 3, 'Rating': '4.57'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 4, 'Rating': '4.55'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': 5, 'Rating': '4.54'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 6, 'Rating': '4.53'}, {'Movie': 'Wallace & Gromit: A Close Shave (1995)', 'Rank': 7, 'Rating': '4.53'}, {'Movie': 'Caddyshack (1980)', 'Rank': 8, 'Rating': '4.52'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': 9, 'Rating': '4.52'}, {'Movie': 'M*A*S*H (a.k.a. MASH) (1970)', 'Rank': 10, 'Rating': '4.51'}]","[{'Movie': 'Toy Story 3 (2010)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Wallace & Gromit: The Wrong Trousers (1993)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Wallace & Gromit: A Close Shave (1995)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': '8', 'Rating': '3.4'}, {'Movie': 'Caddyshack (1980)', 'Rank': '9', 'Rating': '3.2'}, {'Movie': 'M*A*S*H (a.k.a. MASH) (1970)', 'Rank': '10', 'Rating': '3.0'}]",[4.52 4.57 4.51 4.53 4.64 4.54 4.52 4.55 4.53 4.59],[3.2 4.  3.  4.3 3.8 3.7 3.4 4.5 3.5 4.2],[ 8  3 10  6  1  5  9  4  7  2],[ 9  4 10  2  5  6  8  1  7  3],0.910021978,0.79,20,0.79,0.910021978
97,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.70'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 2, 'Rating': '4.67'}, {'Movie': 'Forrest Gump (1994)', 'Rank': 3, 'Rating': '4.57'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 4, 'Rating': '4.56'}, {'Movie': 'Back to the Future (1985)', 'Rank': 5, 'Rating': '4.54'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': 6, 'Rating': '4.54'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 7, 'Rating': '4.52'}, {'Movie': 'Trainspotting (1996)', 'Rank': 8, 'Rating': '4.52'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': 9, 'Rating': '4.52'}, {'Movie': 'Shaun of the Dead (2004)', 'Rank': 10, 'Rating': '4.52'}]","[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': '2', 'Rating': '4.4'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Shaun of the Dead (2004)', 'Rank': '4', 'Rating': '4.3'}, {'Movie': 'Forrest Gump (1994)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': '6', 'Rating': '4.2'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '7', 'Rating': '4.1'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Back to the Future (1985)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Trainspotting (1996)', 'Rank': '10', 'Rating': '3.8'}]",[4.67 4.54 4.7  4.57 4.52 4.56 4.54 4.52 4.52 4.52],[4.  4.  4.5 4.2 4.1 4.3 4.4 4.3 4.2 3.8],[ 2  5  1  3  7  4  6 10  9  8],[ 8  9  1  5  7  3  2  4  6 10],0.430139512,0.386,20,0.386,0.430139512
98,['Comedy'],"[{'Movie': 'Pulp Fiction (1994)', 'Rank': 1, 'Rating': '4.87'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 2, 'Rating': '4.77'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 3, 'Rating': '4.75'}, {'Movie': 'Trainspotting (1996)', 'Rank': 4, 'Rating': '4.72'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 5, 'Rating': '4.71'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': 6, 'Rating': '4.69'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': 7, 'Rating': '4.65'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 8, 'Rating': '4.64'}, {'Movie': ""Kelly's Heroes (1970)"", 'Rank': 9, 'Rating': '4.64'}, {'Movie': 'Monsters, Inc. (2001)', 'Rank': 10, 'Rating': '4.63'}]","[{'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '1', 'Rating': '4.50'}, {'Movie': 'Monsters, Inc. (2001)', 'Rank': '2', 'Rating': '4.50'}, {'Movie': 'Some Like It Hot (1959)', 'Rank': '3', 'Rating': '4.00'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '4', 'Rating': '4.00'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': '5', 'Rating': '3.50'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': '6', 'Rating': '2.50'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '7', 'Rating': '2.50'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '8', 'Rating': '2.00'}, {'Movie': 'Trainspotting (1996)', 'Rank': '9', 'Rating': '2.00'}, {'Movie': ""Kelly's Heroes (1970)"", 'Rank': '10', 'Rating': '2.00'}]",[4.71 4.64 4.75 4.64 4.63 4.77 4.87 4.65 4.69 4.72],[4.5 2.5 2.  2.  4.5 4.  2.5 4.  3.5 2. ],[ 5  8  3  9 10  2  1  7  6  4],[ 1  7  8 10  2  4  6  3  5  9],1.860631613,1.557,0,1.557,1.860631613
99,['Comedy'],"[{'Movie': 'Army of Darkness (1993)', 'Rank': 1, 'Rating': '4.85'}, {'Movie': 'Snatch (2000)', 'Rank': 2, 'Rating': '4.81'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 3, 'Rating': '4.77'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 4, 'Rating': '4.76'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 5, 'Rating': '4.73'}, {'Movie': 'Lost in Translation (2003)', 'Rank': 6, 'Rating': '4.72'}, {'Movie': 'Forrest Gump (1994)', 'Rank': 7, 'Rating': '4.71'}, {'Movie': 'Trainspotting (1996)', 'Rank': 8, 'Rating': '4.70'}, {'Movie': 'Clerks (1994)', 'Rank': 9, 'Rating': '4.68'}, {'Movie': 'Graduate, The (1967)', 'Rank': 10, 'Rating': '4.68'}]","[{'Movie': 'Snatch (2000)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '2', 'Rating': '4.0'}, {'Movie': 'Forrest Gump (1994)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '4', 'Rating': '3.5'}, {'Movie': 'Lost in Translation (2003)', 'Rank': '5', 'Rating': '3.5'}, {'Movie': 'Graduate, The (1967)', 'Rank': '6', 'Rating': '3.0'}, {'Movie': 'Clerks (1994)', 'Rank': '7', 'Rating': '3.0'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '8', 'Rating': '2.5'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '9', 'Rating': '2.0'}, {'Movie': 'Trainspotting (1996)', 'Rank': '10', 'Rating': '2.0'}]",[4.85 4.68 4.77 4.71 4.68 4.72 4.76 4.73 4.81 4.7 ],[2.  3.  2.5 4.  3.  3.5 4.  3.5 4.5 2. ],[ 1  9  3  7 10  6  4  5  2  8],[ 9  7  8  3  6  5  2  4  1 10],1.743252707,1.541,0,1.541,1.743252707
100,['Comedy'],"[{'Movie': 'Dirty Rotten Scoundrels (1988)', 'Rank': 1, 'Rating': '4.53'}, {'Movie': 'Adaptation (2002)', 'Rank': 2, 'Rating': '4.52'}, {'Movie': 'Wonder Boys (2000)', 'Rank': 3, 'Rating': '4.52'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 4, 'Rating': '4.51'}, {'Movie': 'Happiness (1998)', 'Rank': 5, 'Rating': '4.51'}, {'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 6, 'Rating': '4.50'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 7, 'Rating': '4.49'}, {'Movie': 'Creature Comforts (1989)', 'Rank': 8, 'Rating': '4.49'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 9, 'Rating': '4.48'}, {'Movie': 'Miracle on 34th Street (1947)', 'Rank': 10, 'Rating': '4.47'}]","[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Dirty Rotten Scoundrels (1988)', 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Adaptation (2002)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Wonder Boys (2000)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Happiness (1998)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Creature Comforts (1989)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '8', 'Rating': '4.0'}, {'Movie': 'Miracle on 34th Street (1947)', 'Rank': '9', 'Rating': '4.0'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '10', 'Rating': '3.0'}]",[4.52 4.51 4.49 4.53 4.5  4.51 4.48 4.47 4.49 4.52],[4.  3.  4.  4.5 4.5 4.  4.  4.  4.5 4. ],[ 2  4  8  1  6  5  9 10  7  3],[ 4 10  7  2  1  6  8  9  3  5],0.614280066,0.454,0,0.454,0.614280066
101,['Comedy'],"[{'Movie': 'Back to the Future (1985)', 'Rank': 1, 'Rating': '4.12'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': 2, 'Rating': '4.09'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 3, 'Rating': '4.07'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 4, 'Rating': '4.05'}, {'Movie': 'Descendants, The (2011)', 'Rank': 5, 'Rating': '4.05'}, {'Movie': 'Trainspotting (1996)', 'Rank': 6, 'Rating': '4.04'}, {'Movie': 'Fargo (1996)', 'Rank': 7, 'Rating': '4.01'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 8, 'Rating': '3.99'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 9, 'Rating': '3.99'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 10, 'Rating': '3.97'}]","[{'Movie': 'Trainspotting (1996)', 'Rank': '1', 'Rating': '4.50'}, {'Movie': 'Fargo (1996)', 'Rank': '2', 'Rating': '4.25'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '3', 'Rating': '4.00'}, {'Movie': 'Back to the Future (1985)', 'Rank': '4', 'Rating': '3.00'}, {'Movie': 'Pulp Fiction (1994)', 'Rank': '5', 'Rating': '2.75'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': '6', 'Rating': '2.50'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '7', 'Rating': '2.25'}, {'Movie': 'Descendants, The (2011)', 'Rank': '8', 'Rating': '2.00'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '9', 'Rating': '1.75'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '10', 'Rating': '1.50'}]",[3.99 4.12 4.05 4.01 3.97 4.05 3.99 4.09 4.07 4.04],[1.5  3.   2.   4.25 4.   2.25 1.75 2.75 2.5  4.5 ],[ 9  1  5  7 10  4  8  2  3  6],[10  4  8  2  3  7  9  5  6  1],1.563496083,1.334,0,1.334,1.563496083
102,['Comedy'],"[{'Movie': 'Christmas Story, A (1983)', 'Rank': 1, 'Rating': '4.38'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': 2, 'Rating': '4.38'}, {'Movie': 'Harold and Maude (1971)', 'Rank': 3, 'Rating': '4.33'}, {'Movie': ""Monty Python's Life of Brian (1979)"", 'Rank': 4, 'Rating': '4.33'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 5, 'Rating': '4.31'}, {'Movie': 'Toy Story 3 (2010)', 'Rank': 6, 'Rating': '4.30'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 7, 'Rating': '4.29'}, {'Movie': 'Player, The (1992)', 'Rank': 8, 'Rating': '4.27'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 9, 'Rating': '4.25'}, {'Movie': 'Intouchables (2011)', 'Rank': 10, 'Rating': '4.25'}]","[{'Movie': 'Toy Story 3 (2010)', 'Rank': '6', 'Rating': '4.8'}, {'Movie': 'Princess Bride, The (1987)', 'Rank': '2', 'Rating': '4.7'}, {'Movie': 'Intouchables (2011)', 'Rank': '10', 'Rating': '4.7'}, {'Movie': ""Monty Python's Life of Brian (1979)"", 'Rank': '4', 'Rating': '4.6'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': '9', 'Rating': '4.6'}, {'Movie': 'Christmas Story, A (1983)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '7', 'Rating': '4.4'}, {'Movie': 'Harold and Maude (1971)', 'Rank': '3', 'Rating': '4.3'}, {'Movie': 'Player, The (1992)', 'Rank': '8', 'Rating': '4.2'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '5', 'Rating': '3.8'}]",[4.29 4.38 4.31 4.33 4.25 4.33 4.25 4.27 4.38 4.3 ],[4.4 4.5 3.8 4.3 4.7 4.6 4.6 4.2 4.7 4.8],[ 7  1  5  3 10  4  9  8  2  6],[ 7  1  5  3 10  4  9  8  2  6],0.322908656,0.273,100,0.273,0.322908656
103,['Comedy'],"[{'Movie': 'Army of Darkness (1993)', 'Rank': 1, 'Rating': '4.74'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 2, 'Rating': '4.57'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': 3, 'Rating': '4.56'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': 4, 'Rating': '4.47'}, {'Movie': 'Trainspotting (1996)', 'Rank': 5, 'Rating': '4.46'}, {'Movie': ""Singin' in the Rain (1952)"", 'Rank': 6, 'Rating': '4.46'}, {'Movie': 'Office Space (1999)', 'Rank': 7, 'Rating': '4.44'}, {'Movie': 'Wallace & Gromit: The Wrong Trousers (1993)', 'Rank': 8, 'Rating': '4.44'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 9, 'Rating': '4.43'}, {'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': 10, 'Rating': '4.42'}]","[{'Movie': 'Monty Python and the Holy Grail (1975)', 'Rank': '10', 'Rating': '4.6'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': 'Wallace & Gromit: The Wrong Trousers (1993)', 'Rank': '8', 'Rating': '4.4'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '9', 'Rating': '4.3'}, {'Movie': 'Trainspotting (1996)', 'Rank': '5', 'Rating': '4.2'}, {'Movie': 'Office Space (1999)', 'Rank': '7', 'Rating': '4.1'}, {'Movie': 'Life Is Beautiful (La Vita � bella) (1997)', 'Rank': '3', 'Rating': '4.0'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': '4', 'Rating': '3.8'}, {'Movie': ""Singin' in the Rain (1952)"", 'Rank': '6', 'Rating': '3.0'}]",[4.74 4.57 4.43 4.56 4.42 4.44 4.46 4.47 4.46 4.44],[4.5 4.3 4.3 4.  4.6 4.1 3.  3.8 4.2 4.4],[ 1  2  9  3 10  7  6  4  5  8],[ 1  2  9  3 10  7  6  4  5  8],0.570850243,0.415,100,0.415,0.570850243
104,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.51'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 2, 'Rating': '4.33'}, {'Movie': ""Monty Python's Life of Brian (1979)"", 'Rank': 3, 'Rating': '4.31'}, {'Movie': 'In Bruges (2008)', 'Rank': 4, 'Rating': '4.28'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': 5, 'Rating': '4.28'}, {'Movie': 'Grand Budapest Hotel, The (2014)', 'Rank': 6, 'Rating': '4.24'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': 7, 'Rating': '4.22'}, {'Movie': 'M*A*S*H (a.k.a. MASH) (1970)', 'Rank': 8, 'Rating': '4.22'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 9, 'Rating': '4.20'}, {'Movie': ""Monty Python's And Now for Something Completely Different (1971)"", 'Rank': 10, 'Rating': '4.19'}]","[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': ""Monty Python's Life of Brian (1979)"", 'Rank': '2', 'Rating': '4.3'}, {'Movie': 'In Bruges (2008)', 'Rank': '3', 'Rating': '4.2'}, {'Movie': 'Grand Budapest Hotel, The (2014)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Thank You for Smoking (2006)', 'Rank': '5', 'Rating': '3.8'}, {'Movie': ""Monty Python's And Now for Something Completely Different (1971)"", 'Rank': '6', 'Rating': '3.7'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '7', 'Rating': '3.5'}, {'Movie': 'M*A*S*H (a.k.a. MASH) (1970)', 'Rank': '8', 'Rating': '3.3'}, {'Movie': 'Army of Darkness (1993)', 'Rank': '9', 'Rating': '2.8'}, {'Movie': 'Evil Dead II (Dead by Dawn) (1987)', 'Rank': '10', 'Rating': '2.5'}]",[4.2  4.51 4.28 4.24 4.28 4.33 4.22 4.19 4.31 4.22],[2.8 4.5 2.5 4.  4.2 3.5 3.3 3.7 4.3 3.8],[ 9  1  5  6  4  2  8 10  3  7],[ 9  1 10  4  3  7  8  6  2  5],0.845245526,0.618,30,0.618,0.845245526
105,['Comedy'],"[{'Movie': 'Princess Bride, The (1987)', 'Rank': 1, 'Rating': '4.79'}, {'Movie': 'Army of Darkness (1993)', 'Rank': 2, 'Rating': '4.75'}, {'Movie': ""Man Bites Dog (C'est arriv� pr�s de chez vous) (1992)"", 'Rank': 3, 'Rating': '4.72'}, {'Movie': 'Wallace & Gromit: The Wrong Trousers (1993)', 'Rank': 4, 'Rating': '4.70'}, {'Movie': 'Young Frankenstein (1974)', 'Rank': 5, 'Rating': '4.69'}, {'Movie': 'This Is Spinal Tap (1984)', 'Rank': 6, 'Rating': '4.69'}, {'Movie': 'Raising Arizona (1987)', 'Rank': 7, 'Rating': '4.68'}, {'Movie': ""Kelly's Heroes (1970)"", 'Rank': 8, 'Rating': '4.65'}, {'Movie': 'Adaptation (2002)', 'Rank': 9, 'Rating': '4.62'}, {'Movie': 'Philadelphia Story, The (1940)', 'Rank': 10, 'Rating': '4.61'}]","[{'Movie': ""Man Bites Dog (C'est arriv� pr�s de chez vous)"", 'Rank': '1', 'Rating': '4.50'}, {'Movie': 'Adaptation', 'Rank': '2', 'Rating': '4.25'}, {'Movie': 'Wallace & Gromit: The Wrong Trousers', 'Rank': '3', 'Rating': '4.00'}, {'Movie': 'Princess Bride, The', 'Rank': '4', 'Rating': '3.75'}, {'Movie': 'Young Frankenstein', 'Rank': '5', 'Rating': '3.50'}, {'Movie': 'Raising Arizona', 'Rank': '6', 'Rating': '3.25'}, {'Movie': 'Philadelphia Story, The', 'Rank': '7', 'Rating': '3.00'}, {'Movie': 'This Is Spinal Tap', 'Rank': '8', 'Rating': '2.75'}, {'Movie': 'Army of Darkness', 'Rank': '9', 'Rating': '2.50'}, {'Movie': ""Kelly's Heroes"", 'Rank': '10', 'Rating': '2.25'}]",[4.62 4.75 4.65 4.72 4.61 4.79 4.68 4.69 4.7  4.69],[4.25 2.5  2.25 4.5  3.   3.75 3.25 2.75 4.   3.5 ],[ 9  2  8  3 10  1  7  6  4  5],[ 2  9 10  1  7  4  6  8  3  5],1.496532659,1.315,10,1.315,1.496532659
106,['Comedy'],"[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': 1, 'Rating': '4.69'}, {'Movie': 'Young Frankenstein (1974)', 'Rank': 2, 'Rating': '4.63'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': 3, 'Rating': '4.62'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': 4, 'Rating': '4.56'}, {'Movie': 'Trainspotting (1996)', 'Rank': 5, 'Rating': '4.54'}, {'Movie': 'Snatch (2000)', 'Rank': 6, 'Rating': '4.54'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': 7, 'Rating': '4.53'}, {'Movie': 'In Bruges (2008)', 'Rank': 8, 'Rating': '4.52'}, {'Movie': 'Back to the Future (1985)', 'Rank': 9, 'Rating': '4.52'}, {'Movie': 'Graduate, The (1967)', 'Rank': 10, 'Rating': '4.51'}]","[{'Movie': 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)', 'Rank': '1', 'Rating': '4.5'}, {'Movie': ""Amelie (Fabuleux destin d'Am�lie Poulain, Le) (2001)"", 'Rank': '2', 'Rating': '4.5'}, {'Movie': 'Back to the Future (1985)', 'Rank': '3', 'Rating': '4.5'}, {'Movie': 'Young Frankenstein (1974)', 'Rank': '4', 'Rating': '4.0'}, {'Movie': 'Kiss Kiss Bang Bang (2005)', 'Rank': '5', 'Rating': '4.0'}, {'Movie': 'Snatch (2000)', 'Rank': '6', 'Rating': '4.0'}, {'Movie': 'Graduate, The (1967)', 'Rank': '7', 'Rating': '4.0'}, {'Movie': 'In Bruges (2008)', 'Rank': '8', 'Rating': '3.5'}, {'Movie': 'Trainspotting (1996)', 'Rank': '9', 'Rating': '2.5'}, {'Movie': 'Fear and Loathing in Las Vegas (1998)', 'Rank': '10', 'Rating': '2.0'}]",[4.62 4.52 4.69 4.56 4.51 4.52 4.53 4.54 4.54 4.63],[4.5 4.5 4.5 2.  4.  3.5 4.  4.  2.5 4. ],[ 3  9  1  4 10  8  7  6  5  2],[ 2  3  1 10  7  8  5  6  9  4],1.141753038,0.816,30,0.816,1.141753038
